id,text,user_1,user_2,category_1,category_2
376,"Some may still deny the overwhelming judgment of science, but none can avoid the devastating impact of raging fires, and crippling drought, and more powerful storms, the President says.But even assuming the President is right about the science, since even aggressive emission controls would at best avert only a tiny amount of warming, such policies would afford no protection from fires, drought, or storms.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,1,1
377,"Case Study 4. American Lung Association: ""Red Carriage""",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
378,"A short two weeks laterI wrotea post about record cold in the US in 2014, and find out that the US has shrunk down to 1/2 of 1 percent of the Earths Surface",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,2
379,"They state: ""we have shown that bad weather may affect electoral outcomes by significantly decreasing Democratic presidential vote share, to the benefit of Republicans"". And they make a compelling case that weather has decided some presidential elections.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
380,"Walking is not as difficult as I imagined. Every twenty steps I have to stop and pull the sleeping bags up over my legs again, but my feet stay warm. In ten minutes we meet another hiker. We must look like the Donner Party, but we tell him everything is okay and keep going. Between the mountain ridges there is a small draw. I slide down one slope, then struggle up the other. It is impossible to get traction. I have to crawl on my stomach. Dylan waits patiently at the top.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
381,70% of the public believes that we're almost running out of fossil fuel.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
382,"In the Pew Research Center's annual policy priorities survey, just 28% say dealing with global warming is a top priority for the President and Congress this year. In fact, the President's own research shows that his favorability rating ""plummeted"" with focus groups when he vowed to attack climate changeyet, promising to use executive action, he's pushed forward with plans he knows couldn't get through Congress.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,1
383,"We show that although these anthropogenic forcings share a common stochastic trend, this trend is empirically independent of the stochastic trend in temperature and solar irradiance. Therefore, greenhouse gas forcing, aerosols, solar irradiance and global temperature are not polynomially cointegrated. This implies that recent global warming is not statistically significantly related to anthropogenic forcing. On the other hand, we find that greenhouse gas forcing might have had a temporary effect on global temperature.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
384,"When the territorial integrity of one of its members is threatened by an attack, NATO cannot afford to lose. It would sacrifice its credibility as an alliance. . . . But in stabilization operations the existence of NATO is not threatened. Here NATO can afford to fail without losing its credibility as an alliance. . . . There are, thus, fundamental differences between collective defense credibility and stabilization credibility. To lump them together or to blur the distinction between the two, shows a lack of understanding for the very nature of such interventions. The consequences of getting stuck in hopeless operations as well as holding NATO's authority and standing hostage to fortune is doubly dangerous. The UN, the institution with the widest experience in post-conflict stabilization to date, has never made these operations a test for its credibility. NATO needs to do likewise.3",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
385,"However, observations show that outgoing longwave infrared radiation has increased over the past 62 years, not decreased as predicted by AGW theory:",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
386,"That’s why New Jersey needs to accelerate the transition to zero-emission trucks now and address the disproportionate share of air pollution these vehicles emit. The Advanced Clean Trucks rule (ACT) is critical to achieving this, and to getting the state closer to its goal of a full fleet turnover by 2050.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
387,"Just off the right of the previous image, north side of the river is another power station. Top of image here is the electricity output site.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
388,In other words: The 21st century climate catastrophe is not taking place.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
389,"As humans, we are one piece in the inter-connected web of life. Yet, we have a disproportionate power to affect that web. May we strengthen rather than destroy it.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
390,"How credible is this chain of reasoning? Although it is true that some peer review literature suggests a link between asthma and pollen, other literature contests such a link. For example, a 1993 peer-reviewed study stated that, ""No association was found between visits for asthma attacks and airborne pollen levels.""",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
391,"""You're asking us to impose billions of dollars of cost on this economy and you won't answer the simple question of whether (temperature around the world is increasing faster than predicted) is accurate or not?"" Sessions responded.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,1
392,"Now he’s begun to deliver on that plan, a plan that calls for:",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
393,undoubtedly result in reconstructions with wider error bars than we currently,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
394,"37 Ivo Daalder and James Goldgeier, ""Global NATO,"" Foreign Affairs (September/October 2005). On the issue of Global NATO, see also Jose-Maria Aznar, NATO: An Alliance for Freedom, 2005; Jaap de Hoop Scheffer, ""Global NATO?"" Clingendael Institute (October 2004). for a Russian/CSTO reaction, Mikhail Kokyeyev, ""Russia-Nato Relations: Between the Past and the Future,"" Russia in Global Affairs (April/June 2007).",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
395,"And yet, Fred writes, there are some grounds for optimism.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
396,"I lived out West for a decade, back in the 1970s, and saw wildfires and dozens of burned-over forests. I hiked, camped, and skied during extra wet and ultra dry years. During a flight from Denver to Seattle, I watched multiple fires rage across tens of thousands of acres in four states.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
397,"We should have listened. Bering Sea ice has been normal or above normal, and at record levels for the last two years.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
398,and all those working in AR5 would be to delete all emails at the end of the,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
399,"The flaw in the UN reasoning is clear, however. The alarmists claim the global warming since 1976 has been too rapid to be caused by natural forces, and therefore must be man-made. However, the earths Industrial Revolution went global after 1945releasing the first big flush of CO2 emissions. That burst of greenhouse gases should have sharply boosted the earths temperatures. Instead, the earths temperature declined from 194075.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
400,“Who can carry on my work?”,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
401,"The overwhelming majority (473) of the grants awarded this month will be for planning future projects. A project for planning funds must have an Action Plan in place in order to be eligible. Funds can be awarded for supplemental planning activities if this Action Plan is already in place. Some of the planning activities are for the development of projects such as: planning structure, collaboration, strategy and project selections, and transparency methods. But others incorporate policy changes in the structure, including: safety analysis, equity, and policy and process changes.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
402,"Carbon dioxide emissions from non-Organisation for Economic Co-operation and Development countriessuch as China and Indiaare projected to grow by 9 billion tons per year. The Partnership for a Better Energy Future reports: ""for every ton of CO2 reduced in 2030 as a result of EPA's rule, the rest of the world will have increased emissions by more than 16 tons."" Our reduction in 2030 would offset the equivalent of just 13.5 days of CO2 emissions from China. The CPP will become the definition of ""all pain and no gain."" Or, as economist Thomas Sowell calls it: ""replacing what worked with what sounded good.""",ty_pham-swann@brown.edu,william_kattrup@brown.edu,1,1
403,"In this piece she says: charged subatomic particles from outer space, or cosmic rays, might significantly impact the type and quantity of clouds covering the earth, providing a clue to one of the least-understood but most important questions about climate. Heavenly bodies might be driving long-term weather trends.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
404,"Bill O'Reilly's nightly show on the Fox News Channel is viewed by at least 3.5 million people every night. So it was a treat to see Heartland Senior Fellow Horace Cooper as the program's first guest Wednesday night! O'Reilly asked Cooper to talk about violence in America's urban black communities, and why the policies of the left have done nothing to stop it. WATCH IT HERE",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
405,Do you think human activity is a significant contributing factor in changing mean global temperatures?,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
406,"Even if McCarthy makes it, the agency will still be short on Senate-confirmed leaders for its air and general counsel offices, among others, which many agency-watchers say could hamper progress on new regulations.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
407,"The Paris accord stipulates that developed nations must reduce their emissions, regardless of impacts on economies, employment, or families. This means they must de-carbonize, de-industrialize and de-develop while they give trillions of dollars in cash and free technology to developing countries like Brazil, China, India, and Indonesia, for climate ""reparation"" and ""mitigation.""",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,1
408,"In 2015, more than 1 million milkweed seed packets were sent, and we expect to send more than 2 million in 2016.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
409,"This year we’re mounting our first significant presence at the Abu Dhabi International Petroleum Exhibition and Conference (ADIPEC), possibly the largest professional gathering of the global oil and gas sector.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
410,"Whatever the President has to say about ""climate change"" should be taken as just one more example of 5 years of lies to advance policies that have nothing to do with the welfare of Americans needing jobs or the execrable Obamacare attack on the U.S. healthcare system.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
411,"Every time a serious problem occurred for IPCC official climate science or those promoting it, they hired professional spin doctors. Why do official climate scientists need spin doctors? Answer, because they practice politics not science. Climategate, like its namesake Watergate, became exposed by the cover up, in this case disgraceful, atypical behavior disclosed in the emails.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
412,"An inefficient power supply may save the manufacturer pennies, but it costs users 10 times more in increased utility bills. Standards are necessary to prevent a race to the bottom on energy efficiency -- they set a level-playing field for manufacturers to compete without saddling consumers with the cost of energy waste.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
413,"While stories of the Arctic record fall in sea-ice have been all over the news, all over the world, it??s almost as if the Southern Hemisphere didn??t exist. Right now, this week apparently, the sea ice is at or near record highs (bearing in mind that we??re still only talking 30 years of satellite records, but then, these are the same satellites lapping over the arctic, and if the records are longer there, I expect it??s only by an hour and a half).",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
414,"A few days ago, the Laurie Hawn campaign was alerted, via e-mail, by an Edmonton lawyer that: ""Lots of supporters are enumerated at their downtown office address instead of at their houses. One of them was bragging about how many times he could vote liberal (sic) based on the number of leases he had in her riding."" In reaction to this e-mail, the Laurie Hawn campaign acquired a City of Edmonton map which listed all buildings and their street addresses and began thoroughly checking the revised voters list. Despite checking less than half the polls, here are some irregularities that have been identified: Almost 100 apparently nonexistent addresses in Edmonton's downtown core - in some cases, the addresses listed fictional residences in between two genuine buildings",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
415,Virgin Islands AG Withdraws DC Subpoena of CEI,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
416,"High volume pumps from as far as Nottingham have been deployed to tackle the huge wood chippings blaze, which started on Monday morning",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
417,"Genetically speaking, the American bison is not akin to either the water buffalo of Asia or the Cape buffalo of Africa. The American bison are found only in North America and certain parts of Europe.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
418,The crisis resulted when algae containing cyanobacteria – which can be toxic to animals and humans - surrounded Toledo’s water intake in Lake Erie. The toxin can form when large amounts of fertilizers and sewage from farms and urban areas run off the land and end up in waterways.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
419,"(Star Tribune, August 14, 2013)",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
421,"And the ANE magazine brings some examples of planned reorganization at the VW Group whose very goal seems to be to make kodas less successful. If that were true, it would be really insane from any commercial viewpoint.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
422,"The next day, I got the chance to go salmon fishing with Matt Ridley and my gorgeous ex-fiance. We went to a stretch of the River Coquet, heres Matt and Ellie on the river.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
423,"This Friday, Ira Mehlman of the Federation for American Immigration Reform (FAIR) demonstrated exactly this contempt for the most basic fact of the market when he responded to a CEI press release that opposed a bill to reduce immigration. Mehlman scoffs at the notion that ""without massive infusions of foreign STEM workers our most vital industries would wither and die."" We never argued such a thing rather, we argued new foreign workers would expand (almost by definition) America's industries, increasing Americans' wealth.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
424,"While the excitement from solar proponents is palpable, it is surprising how shameless they are about sucking the government teat while bemoaning the low price of natural gaswhich Solar Industry Magazine calls ""a fly in the ointment"" and ""inconvenient."" It blames ""new technologies for oil and gas extraction"" (no wonder they keep trying to kill hydraulic fracturing). Gilpin states: ""in all its 1,560 pages, the Clean Power Plan doesn't directly address the actual deployment of solar photovoltaic (PV) systems. It does, however, give states and utilities an incentive to create and enhance mechanisms that will increase deployment of solar."" (Italics added)",ty_pham-swann@brown.edu,william_kattrup@brown.edu,1,1
425,Show search,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
426,"As Daniel Patrick Moynihan, an artist among social scientists, pointed out, social scientists didn't really know how to eliminate poverty or crime. Policies based on middle-class instincts often worked better than those of elite liberals.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
428,Sign a petition,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
429,"According to IPBES, the five drivers of biodiversity loss are, in order, land and sea use change, direct exploitation of organisms, climate change, pollution, and invasive alien species. Targets 1 through 8 must address each of these drivers by measurably reducing the impact of each on biodiversity. They should not be conflated with Targets 9 through 13, which relate to sustainable use and the tools and means of implementing the Targets.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
430,"And when the accompanying chart showed that fully half of all volcanoes in the Cascade Range had erupted around the same time, well, it looked obvious that volcanic activity correlates with low sunspot activity.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,2
431,"Impressive though the panel was as a whole, it really was rather shabby for the scientists who surely know better to have sat there in silence while Ms. Macfarlane peddled her snake oil about a ""scientific consensus."" Are they worried about being excluded from the right cocktail parties? If so, that is a display of moral cowardice unworthy of serious intellectuals.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
432,"For the reasons outlined above, U.S. primary steel producers are key partners in this effort, as investments in decarbonizing primary steel production are necessary to achieve national climate goals. However, poorly designed Buy Clean standards risk shifting demand away from the BF/BOF production route in the short term, compromising the primary steelmakers’ ability to invest in decarbonization while not meaningfully changing the GHG emissions profile of the U.S. steel industry.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
433,"I applaud Chris Mitchell for fighting back, and not caving in to the bullies. I dont think defamation threats are as good as getting even , but its much better than letting them get away with it.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
434,"Globally we are emitting 40-44 Billion tons of Green House Gases annually, here in California we emit 446 million tons of Carbon Dioxide a year, 1,222,000 Toxic Tons a Day.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
435,"Crowther, T. W., et al. including Lavallee, J. M. Quantifying global soil carbon losses in response to warming. Nature, 540, 104-110 (2016). https://doi.org/10.1038/nature20150",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
436,INCIDENT SHORTWAVE RADIATION (INCOMING SUNLIGHT) AT TOA,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
437,Go to data then to paleoclimate. Did this to stop getting hassled by the skeptics for the,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
438,"Most business insurance agents deal with workers comp., but they can sometimes be fussy about what business they take on, especially in states with workers comp. messes like California and Florida . So, there are a couple of things that you will be asked for in the first 30 seconds of a phone call, so you might as well be ready.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
439,Here is my web site ... fishing box (instastorm.com),ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
440,IPCC Third Assessment Report Climate Change 2001 Complete online versions | GRID-Arendal Publications Other,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
441,"U.S. and European Union envoys are seeking more clarity from the United Nations on a slowdown in global warming that climate skeptics have cited as a reason not to panic about environmental changes, leaked documents show.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
442,Elsners conclusions seem to be heavily influenced by the EF-5 tornadoes in 2011.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
443,"Climate Science published a proposed test of the multi-decadal global model predictions (see A Litmus Test For Global Warming A Much Overdue Requirement ). Clearly, so far, the models are failing to skillfully predict the rate (and even the sign for the most recent years) of global warming. Andy Revkin should follow up his article to document what the models predict in terms of global warming (in Joules) over different time periods, and what do the observations actually show. This would beexcellent investigative (much needed)journalism.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
444,Here's a summary from the report of the relevant GATT and WTO rules:,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
445,"Under Kyoto, 37 nations and the European Union agreed to cut greenhouse gases by a total 5.2 percent by 2012. Those countries are on target to meet their obligations, but some of them have balked about accepting more mandatory cuts after 2012.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
446,"in magnitude? Of course not. And the last thing they really want you to do is look at the total picture of the 2 meter temperatures the last few years, after the leveling off of the previous 10.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,0
447,"With extreme weather on the rise, climate change is increasingly becoming a human health issue to which policymakers need to pay attention if they aren’t already.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
448,He?s skeptical that the warming is as great as we show in East Antarctica ? he,ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
449,"Cheap energy powers economies. Natural gas is more than just energy, it??s also a feedstock to all sorts of important chemical production, from nitrogen fertilizer to plastics. Pierre Gosselin has a couple relevant posts at his No Tricks Zone. 500,000 New US Jobs By 2025 Thanks To Affordable Shale Gas ??? US Gas 75% Cheaper Than In Europe notes some of the industries moving back to the US or starting from scratch thanks to cheap natural gas. It??s quite a counterpoint to his lament about companies leaving Germany and that Chemicals Industry Bosses And Labor Union Send Angela Merkel Warning Letter Over Skyrocketing Energy Prices .",ty_pham-swann@brown.edu,william_kattrup@brown.edu,1,1
450,> >> >>Attachment Converted: c:\eudora\attach\climatic variability,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
451,"Kjorven and the UN say they want ""expanded use of techniques that reduce soil erosion and run-off."" No-till farming is now being used on millions of hectares of vulnerable lands around the world, cutting soil erosion by up to 95 percent, and virtually eliminating runoff. But the system can't work without herbicideswhich the UN would discard.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
452,"So the Colorado legislature expressed its intention to tap the brakes on the EPA's climate plan, and now Hickenlooper wants to put the pedal to the metal in order to accelerate past federal targets. In effect, the governor is acting in contravention to the stated intent of the people of Colorado's elected representatives, just like Obama is doing to Congress.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,2
453,"Dr. Sassan Saatchi of NASAs Jet Propulsion Laboratory in Pasadena, Calif., put the critical role of these earth observing satellites into perspective. These detailed emissions estimates would not have been possible without the NASA satellites that helped us quantify forest cover change and forest carbon stocks, which are the two critical data sources for this work, he said.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
454,The Courier-Mail Monday 6 May 1940,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
455,"We must do everything we can and more to cut down very drastically on our ""carbon emissions', as we are now legally committed to do by the Climate Change Act at a cost of 18 billion a year.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
456,"Reaching 100% clean will help reduce air pollution that causes asthma and heart disease. And reorienting our economy toward using more clean energy will help us win the race for clean energy jobs — we’ll be selling new technology to Europe and China, not the other way around.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
457,"And in all markets, the potential of DR hinges on utilities finding creative ways to incentivize customers to participate. In some markets, utilities have provided free programmable thermostats (including the Nest Learning Thermostat) to customers that agree to participate. In Texas, for instance, Austin Energy has introduced a pilot “time of use” pricing program that increases electric rates in the afternoon, but makes it FREE after midnight. So if drivers program their Volts or Teslas to charge while they’re asleep, they get to drive for free.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
459,"This is Fred Krupp’s reply to letters he received from supporters of PETA, who contacted us by taking part in this action alert.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
460,Our Science,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
461,"In a blog post a few weeks ago, Ms. Cullen scolded a fellow meteorologist, who declined to lecture viewers about global warming, noting how the issue had been ""politicized"" and that, given the cyclical nature of weather patterns, he was unsure what ""generalizations"" could be inferred from the warming trend of recent times.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
462,"The best protection we have against offshore accidents is to end our dependence on oil. We simply don’t have to jeopardize our oceans, fishing industry, tourism business, and rich coastal ecosystems in order to fuel our cars and trucks. We can pass clean energy and climate legislation--legislation that will slash our oil reliance by spurring innovation in cleaner solutions--things like more efficient cars and plug-in hybrids.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
463,"PepsiCo India, which received first prize in 2009 for its business response to Aids, pays Teri for a project studying water quality in a local community.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
464,"The Ministry of Ecology and Environment improved the institutional framework of China’s long-suspended voluntary carbon market by releasing several top-level documents and establishing registration and trading institutions. Besides, China also made progress in developing carbon certification and footprint systems.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
465,"Together, the state’s proposed rules only reduce 21% of methane emissions and 19% of VOCs, while comprehensive rules could reduce 56% of methane emissions and 58% of VOCs.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
466,"Antarctica has a record amount of ice this year, and has been above normal for almost 500 consecutive days. A perfect time for Huffington Post to declare the continent to be without ice",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
467,"Increasingly, government policies in general (both federal and state) are anti-business. Talk about biting the hand that feeds you. Geez. And that discourages those who have the money to spare from investing it into new business, or hiring more people. They then take their business out-of-state, or out of the country. Or, they give up and retire.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,1
468,"A paper published today in Geophysical Research Letters titled "" The Arctic Ocean warms from below "" finds that geothermal heat at the bottom of the Arctic Ocean caused slight warming of 0.004C per year from 1993-2010. The authors find a temperature inversion with higher temperatures at the bottom of the ocean than the interior, which indicates the heat had to arise from geothermal sources; the opposite temperature profile would be expected if the Arctic Ocean was heating from above due to greenhouse gases. Other than the fact that heat rises, the paper throws more water on Trenberth's claim that his 'missing heat' allegedly from greenhouse gases has sunken to the bottom of the ocean.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
469,"""Despite some diplomatic language about the agreement not replacing the Kyoto Protocol, this new approach to managing greenhouse gas emissions by some of the world's largest energy-consuming nations clearly rejects Kyoto's inflexible, economically destructive approach. Whatever the challenges future climate change may bring, a focus on new technologies and robust economic growth will always be our best strategy.""",ty_pham-swann@brown.edu,william_kattrup@brown.edu,1,1
470,after having to ask a second time. This gorgeous little juxtaposition of tales comes from a new,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
471,"The Audi ad tells preening, greener-than-thou progressives 'here is the car for you.' At the same time, it lampoons the authoritarianism of green busybodies, allowing the rest of us to admire the car's mpg rating without feeling we have to identify with Al Gore or the Sierra Club.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
472,"Press Release No:2010/505/ WASHINGTON, June 25, 2010 World Bank President Robert B. Zoellick today announced the appointment of Andrew Steer as Special Envoy for Climate Change, a new position created to ensure focused leadership and representation of the World Bank in the international discussions around climate change.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
473,"""The Bingaman bill is like the misleading sales pitches used car salesmen once used. They get you to buy because the first month's payment is only $49. But the next month you notice that all the other payments are $499.""",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
474,"Some smell like death while others smell like (you guessed it) roses. Some bloom underwater, or only at night, or once a decade. Perhaps best of all, every year scientists catalogue new plants!",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
475,"Flashback 2010: Climate Depot's Morano on Fox News: ""There is no way anyone can falsify the global warming theory now because any weather event that happens ""proves' their case'",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
476,"The National Journal states: Republicans ""want nothing less than to send money to poor countries to fight climate change.""",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
477,"by 2050, mainly in developing countries. This could be prevented by",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
478,"Meanwhile, gallant scientists have passed away in 2016.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
479,"Based on real-world knowledge of how earth's plant life responds to increases in air temperature and atmospheric CO 2 concentration (or the best approximations of it available at the time), this study predicts dramatic increases in biospheric prowess , as recent historical trends of these two parameters continue into the future. Hence, it is not surprising that the authors state that ""caution should be taken in using these NEP results in policy discussions relevant to anthropogenic CO 2 emissions and carbon taxes."" Sure . If they were included, it would indicate that carbon taxes to reduce CO 2 emissions are totally absurd , as CO 2 emissions - and even temperature increases - are a tremendous help to the biosphere. And that admission would not be politically correct.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
480,"GulfCorps success stories, then, are written both in unfolding lives and in planted lines of sea oats and statistics on project reports.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
481,Gowdiak said his company found 50 problems in various Java SE implementations including 17 different complete sandbox bypass exploits.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
482,How did we get here? How did we get to a world where understanding the conservation of places is essential to survival?,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
483,"During question period at the media and climate panel, I asked Pederson about Jones's comment on the lack of ""statistically significant"" warming since 1995 and the possible cooling from 2002 on. Pederson replied that the 1995 non-warming was just that, a statistical artifact, and that the current decade had been the warmest on record. Which may be true, but that doesn't mean the decade is warming.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
484,"Similar to the New York-Philadelphia World Series, it was a night filled with cheering, catcalls and controversy. But unlike the recently concluded baseball contest, residents of both cities could lose if their watersheds are not protected from the multiple threats posed by industrial gas drilling in the Marcellus Shale.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
485,"Concerning the most interesting time span of 10,000 years Holocene: We were able to identify 13 CIO events out of 24, which, according to impact mechanism dynamics, must send Holocene temperatures steeply down after each impact event. As the Earth orbital line oscillates, temperature recoveries follow after each cold temperature peak. The striking feature of this recovery pattern consists of a higher solar energy yield and higher GISP2 temperatures compared to the temperature level given for the date of any impact. We demonstrate this important feature in detail, because it remains left out in present GCMs, another modeling deficiency and obvious cause for GCM model-data mismatches.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2
486,(1) Negative consequences of EPA's interpretation of the RMR&R; exclusion,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
487,"We stand up against hatred and injustice. We stand up for human dignity and respect. We stand in solidarity with Black families and communities calling for justice. We stand together with those demanding systemic change now, and we recognize the deep feelings of anger and frustration triggered by deeply rooted injustices. Peaceful protest builds a durability that violence cannot.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
488,Much-hyped Antarctic runway turning to water | News.com .au,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
489,"The fact that the EPA has managed to make our environment dramatically cleaner, helped states provide clean drinking water, and saved 100,000 lives a year by reducing pollution is remarkable.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
490,"IPCC AR5 WG2 wrote 2, 4, 7 and 8.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
491,"???Fearing low returns could force investors to abandon the scheme, the United Nations earlier this year commissioned a study into how much it would cost to buy up the credit surplus and keep the market functioning while nations have a second go at thrashing out a new global climate deal to succeed the Kyoto Protocol.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,1,1
493,"I wrote this North Idaho weather review on a chilly, snow-covered Saturday morning, Dec. 21, the first official day of the winter season.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
494,Data corroborating this view continues to pile up: The state now has its lowest unemployment rate since 2008 even with increasingly stringent environmental policies.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,1
495,"To paraphrase Mario Cuomo's dictum about political campaigns, we debate foreign policy in poetry and",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
496,realities and the charge popular among the president's political opponents that he views America as a declining power.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0
