,user,id,text,categories,notes
1258,ty_pham-swann@brown.edu,1071,"??? The Fox Basin encompasses the northern end of the Hudson Bay. In 1996 studies estimated the bear population to be 2119 and then was raised to 2300 bears in 2004. The results from a recent aerial survey published in 2012 now estimate that the Fox Basin embraces about 2580 bears. Instead of listing this population as increasing, or at least stable, Derochers PBSG hid their thriving population with an odd data deficient designation.",['3.2.2 Polar bears are ok'],
1259,ty_pham-swann@brown.edu,1072,Slideshows: See various slideshow implementations below the main card demo. Note that the link tags around images can be removed if there's no link destination.,['0 No claim'],
1260,ty_pham-swann@brown.edu,1073,"Amtrak, which loses money annually, is now embroiled in legal troubles.",['0 No claim'],
1261,ty_pham-swann@brown.edu,1074,Magazine,['0 No claim'],
1262,ty_pham-swann@brown.edu,1075,"Moreover, for those watching recent E.U. developments, events there are a source ofconsiderable concern rather than admiration. Euroskeptics (or Eurorealists, as they prefer) have repeatedly highlighted the E.U.'s ""democratic deficit,"" a phrase often associated with Margaret Thatcher's E.U. critique. Not only are E.U. institutions and processes remote, opaque, and unaccountable but also, as a consequence, they lack the legitimacy so fundamental to acceptable governance. The euro's unfolding debacle only underlines this point.",['0 No claim'],
1263,ty_pham-swann@brown.edu,1076,"Back to reality, this level of energy waste is unacceptable when electricity generation remains one of the largest sources of air pollution, leading to unsafe levels of mercury and other pollutants in our air and water, as well as accelerating dangerous climate change.",['0 No claim'],
1264,ty_pham-swann@brown.edu,1077,"After all, what if Justice would never come to an end? Knowing the truth 'and much better, even perchepermette dreaming that certain mistakes will never be more committed.",['0 No claim'],
1265,ty_pham-swann@brown.edu,1078,6. Venn Diagram of the Day (above). Inspired by the wage disparity data in Item #5 above.,['0 No claim'],
1266,ty_pham-swann@brown.edu,1079,"In fact, the Heartland holds special significance. The Midwest states of Illinois, Indiana, Michigan, Ohio and Wisconsin are home to more than 10 percent of the nation’s population—a diverse cross-section of America shaped by the globally-important Great Lakes and Mississippi River systems. These freshwater sources provide an estimated 45 million people with drinking water and are the lifeblood of agriculture, manufacturing, shipping and recreation industries that power economies regionally and worldwide.",['0 No claim'],
1267,ty_pham-swann@brown.edu,1080,Luckily for us all Dr Latour does not have that false modesty that afflicts so many Englishmen brought up in Public Schools to play cricket. His American lack of modesty is entirely refreshing I would have said music to my ears but that would be to mix metaphors.,['0 No claim'],
1268,ty_pham-swann@brown.edu,1081,"America and the world will be cleaner, greener and more prosperous with an abundant supply of energy. It was heartening to hear President Obama acknowledge this reality saying, ""the bottom line is this: Given our energy needs, in order to sustain economic growth and produce jobs, and keep our businesses competitive, we are going to need to harness traditional sources of fuel."" Unfortunately, as the President took a step forward and finally permitted us to tap new areas of our offshore energy resources; he also took a step backward by closing off other areas that offered much potential. While we dither, other countries race to tap their oil and gas to sell to us. Russia is preparing to drill off the coast of Cuba, right outside our back porch.",['4.6.2 Fossil fuels are good'],
1269,ty_pham-swann@brown.edu,1082,"How strong will this reversal be? I predict that Republicans will gain between 55 and 72 seats in the House; my best estimate is 64. That will give the GOP 243 seats, its highest total since the election of 1946 and the second highest since the Great Depression. No living Democrat has served in a House of Representatives with as few Democrats as will inhabit that body come January.",['0 No claim'],
1270,ty_pham-swann@brown.edu,1083,Environmentalist Zealots Indoctrinate Students at Taxpayer Expense,['0 No claim'],
1271,ty_pham-swann@brown.edu,1084,Caribbean,['0 No claim'],
1272,ty_pham-swann@brown.edu,1085,"12 J. D. Mahlman, Uncertainties in projections of human-caused climate warming, Science 278, 1416 (1997).",['5.1.4 Models are unreliable'],
1273,ty_pham-swann@brown.edu,1086,"Despite these problems, as a whole this package of incentives would provide a level of investment in clean technologies that hasn’t been seen at the federal level for a decade and will do some serious good in the fight to cut carbon pollution and address the climate crisis. That’s why we need Congress to pass this into law as soon as possible—while still committing to fixing any shortcomings.",['0 No claim'],
1274,ty_pham-swann@brown.edu,1087,"Jobs are growing within the solar industry and offer an opportunity to retrain laid off coal miners with transferable job skills to participate in the new energy economy. Over 230,000 people are already employed in the solar industry, and solar installation jobs are projected to grow by 52%. With the right enabling policies in place, West Virginia can expand its existing solar energy industry and maximize new jobs and investment opportunities.",['0 No claim'],
1275,ty_pham-swann@brown.edu,1088,"Murray, an energy expert at the Competitive Enterprise Institute, lives a low-carbon lifestyle. He loves nature and the outdoors. He's practically a tree-hugger. Nevertheless, he makes clear, ""I am not an environmentalist.""",['0 No claim'],
1276,ty_pham-swann@brown.edu,1089,"Peter Nasaw, (212) 966-4600Christine Hall, (202) 331-2258",['0 No claim'],
1277,ty_pham-swann@brown.edu,1090,"The Buddhas of Bamiyan were blown up by the Taliban in 2001. In 2014, Greenpeace activists damaged the Nazca Lines. Greenpeace has often broken the law, but their actions have always been directed against those who harm the environment. They appealed to a moral authority higher than the legal ones. Nazca, however, was wanton vandalism. And it was not a solo action. Twenty people trampled over ancient heritage. The Greenpeace media team happily beamed pictures across the world. And when it emerged that the world was not amused, Greenpeace' response was closer to damage control and cover-up than remorse and cooperation with the Peru government.",['0 No claim'],
1278,ty_pham-swann@brown.edu,1091,"I try really hard not to try to guess at what motivates folks I disagree with by assuming they are driven by something dark and evil, but how else in this case can one describe opinions like this so contrary to facts as anything other than prejudice against a particular ethnic group?",['0 No claim'],
1279,ty_pham-swann@brown.edu,1093,"Referring now to J. Budziszewskis masterpiece, The Revenge of Conscience . In response to the question, Why are things getting so much worse so quickly?, he divides matters of conscience into the following zones:",['0 No claim'],
1280,ty_pham-swann@brown.edu,1094,"US long-term energy security may hang in the balance. Most economists believe that a healthy export market would also serve to stabilize domestic prices and supply. With natural gas so cheap and plentiful, and with margins so thin or even nonexistent, most companies are losing money even as supplies increase. Consequently, few companies are exploring for new reserves. That's led to concerns that volatile, downward-sloping prices could abort the natural gas boom that experts say currently delivers a $100 billion yearly jolt to the American economy. Exports, the reports contend, rather than slowing the benefits of the boom, could actually increase them and put the natural gas market, in the US and worldwide, on a more sustainable footing.",['0 No claim'],
1281,ty_pham-swann@brown.edu,1095,"Short of a full-scale replica of the IPCC, a number of other national and international institutions could be brought into the issue in a serious way, starting with the U.S. Treasury Department and other finance ministries, along with the Organization for Economic Co-operation and Development (OECD). Thus far finance ministries have shown little interest in the economics of global warming. One reason for this is underappreciated: the IPCC members with coalition parliamentary governments tend to turn over the climate portfolio to the greenest members of their coalition (or to the Green Party itself in the case of some European countries), who are naturally enthusiastic about the issue but are not always well versed in economics, while finance ministries concentrate on more near-term issues.",['0 No claim'],Unclear
1282,ty_pham-swann@brown.edu,1096,"More than ever, it is essential that we take strong action now to reduce emissions and protect public health. For far too long, communities across the state have borne the brunt of pollution from fossil fuels. Along with the aggressive new measures to reduce pollution in disadvantaged communities adopted earlier this summer, SB 100 will fuel the transition to cleaner air and healthier, more sustainable communities.",['0 No claim'],
1283,ty_pham-swann@brown.edu,1097,"During the decade, large-scale droughts, primarily in the Southern Hemisphere, were strong enough to overwhelm increased plant growth in other places, resulting in decreased plant growth overall. While 65 percent of the Northern Hemispheres vegetated land had increasing growth, 70 percent of the Southern Hemispheres vegetated land had decreasing growth. Added together, global plant growth decreased slightly in the decade, reducing carbon uptake by an estimated 0.55 petagrams, a one percent decrease.",['0 No claim'],
1284,ty_pham-swann@brown.edu,1098,"due to the reasons I elaborate upon on the attached 3-page letter which is an attachment to this document, I urge you deprive me of the badges of honor from the military operations of the Army of the Czech Republic performed under the NATO umbrella.",['0 No claim'],
1285,ty_pham-swann@brown.edu,1099,"Its a simple question: What is the temperature of the earth? But for those who live here it has no simple answer, nor ever will haveonly approximations. For it not only depends on where you put the thermometer, but also, apparently, on who interprets it. For if you own the dataset, you can reduce older temperatures and increase recent ones, just as NASA has been doing, and give the impression of greater warming. Naughty, naughty. more","['5.1.3 Temperature is unreliable', '5.2.5 Scientists are biased']",
1286,ty_pham-swann@brown.edu,1100,"Science will release Dr. Andrew Dessler's new paper on cloud feedback at 2 PM (EST) on Thursday and Dr. Roy Spencer will release a statement at CFACT's press conference which raises serious questions about the study and details its flaws. ""Andy Dessler's study will not stand hard scrutiny. COP16 delegates worried about the ongoing credibility problems of climate modeling will find no solace in Dessler's work,"" Spencer said.",['5.1.4 Models are unreliable'],
1287,ty_pham-swann@brown.edu,1101,"Recently, the commission indicated it might consider regulating lead ammunition in condor country. NRDC attorney James Birkelund welcomed that news, but he noted that ""it's been two years since we petitioned the commission for urgent action, and the poisoning continues. Time is short, and condors need more than good intentions.""",['0 No claim'],
1288,ty_pham-swann@brown.edu,1102,Yet the biggest challenges may be more technical than financial.,['0 No claim'],
1289,ty_pham-swann@brown.edu,1103,"on Monday, October 24th, 2011 at 7:37 pm and is filed under Uncategorized.",['0 No claim'],
1290,ty_pham-swann@brown.edu,1104,The article is Small cars get poor marks in collision tests and reads,['0 No claim'],
1291,ty_pham-swann@brown.edu,1105,"Elsner, however, has taken a different approach, and uses a combination of tornado path length and width to estimate wind speeds. (The logic being that the strongest tornadoes tend to have the longest/widest paths).",['0 No claim'],
1292,ty_pham-swann@brown.edu,1106,"There are a number of ways to present the Atlantic Multidecadal Oscillation. The NOAA ESRL simply detrends the North Atlantic sea surface temperature anomalies. Thats the most common way. Another way: Trenberth and Shea (2006) subtracted global sea surface temperature anomalies, excluding the polar oceans (60S-60N), from sea surface temperature anomalies of the North Atlantic (0-60N, 80W-0). That method accounts for the additional variability of the North Atlantic data above the variations in the global data. Unfortunately, the North Atlantic is included in the global data so theyre subtracting a portion of the North Atlantic from itself, and that becomes a problem in the early part of the data. Sea surface temperature data sampling is best in the North Atlantic, especially in the 1800s and early 1900s, so a greater portion of the global data is from the North Atlantic then.",['5.1.3 Temperature is unreliable'],
1293,ty_pham-swann@brown.edu,1107,Some argue that tax or emission permit auction revenues could be made revenue neutral with the funds dedicated to compensate the poor by lowering their income taxes. The amounts involved are potentially very large. The Congressional Budget Office estimates $1.25 trillion could be raised over 10 years from a carbon tax of $20/ton applied in 2013 and rising in real terms at 4% annually. This amount is equivalent to 54% of the total revenues ($2.3 trillion) collected by the federal government in fiscal year 2011.,['0 No claim'],
1294,ty_pham-swann@brown.edu,1108,"“Nature Positive” and the mission to halt and reverse biodiversity loss by 2030 is currently in the text with various options and for the most part, strongly supported. TNC believes that nothing less than this level of ambition is required to clearly signal direction of travel for the entire framework.",['0 No claim'],
1295,ty_pham-swann@brown.edu,1109,"They say a team of scientists has irrefutable proof of a large colony of platypuses, living under the site and they have called on Environment Minister Desley Boyle to intervene to stop construction of the supermarket.",['0 No claim'],
1296,ty_pham-swann@brown.edu,1110,"The rest, some 220.000, are encrypted for various reasons. We are not planning",['0 No claim'],
1297,ty_pham-swann@brown.edu,1111,"For one thing, wind turbines and solar panels, which only produce energy if massively subsidized by the state, drive up electricity prices, which kills off manufacturing jobs.",['4.1.1 Policy increases costs'],
1298,ty_pham-swann@brown.edu,1112,"A version of this article originally appeared in Investor's Business Daily on October 16, 2013.",['0 No claim'],
1299,ty_pham-swann@brown.edu,1113,Jean-Pascal van Ypersele told The Age recent satellite observations showed extensive melting in the Greenland and Antarctic ice sheets.,['0 No claim'],
1300,ty_pham-swann@brown.edu,1114,"Californians pay some of the highest electric rates in the country. And over the next decade, rates are expected to increase due to rising wildfire and infrastructure costs, even as cheap renewables like solar and wind come on the grid. This could make it harder for lower income residents to pay their energy bills at a time when natural gas prices are increasingly volatile. High electricity prices also discourage customers from electrifying their homes and vehicles, threatening California’s climate progress.",['0 No claim'],
1301,ty_pham-swann@brown.edu,1115,"These upgrades come at a critical moment as farmers are dealing with increasingly costly droughts, floods, fires and freezes – on top of all of the other day-to-day stressors.",['0 No claim'],
1302,ty_pham-swann@brown.edu,1116,"on Monday, December 6th, 2010 at 7:43 pm and is filed under Uncategorized.",['0 No claim'],
1303,ty_pham-swann@brown.edu,1117,"How African poverty is considered to be less of an issue than alleged dangerous climate change, shows which planet Mr. Juniper inhabits. In any event, ""the discussions on climate change have gone very well,"" said Canadian Prime Minister Paul Martin, referring to talks held in the absence of UK Prime Minister Tony Blair who had temporarily traveled to London for police briefings. And as he returned last night security has been stepped up in Gleneagles and across Scotland after Thursday's blasts. But the London bomb attacks will not damage the chances of leaders reaching agreements at the G8 summit, British Foreign Secretary Jack Straw has said.",['0 No claim'],
1304,ty_pham-swann@brown.edu,1118,"Alarmists are reluctant to admit that the global surface temperature has not increased for 16 years, despite CO2 emissions rising far more than predicted. They wave this inconvenient truth away with the non-sequitur that this decade is the hottest since records began, so the world is still warming. If you climb a hill and reach a flat plateau you are higher than before - but the plateau is flat, not rising. When cornered, global warming alarmists assert that the current pause is simply the result of unspecified 'natural variations'. That implies that the pronounced warming over the previous 25 years may have been amplified by 'natural variations' in the other direction. In which case, the likely temperature rise for a given increase in CO2 may be less than previously estimated or required to produce the threatened doom.","['1.4 Hiatus in warming', '5.1.4 Models are unreliable']",
1305,ty_pham-swann@brown.edu,1119,"Remember, too, that Garnaut's recommendation is that the tax rate should be increased at 4 per cent a year, which would result in a cost doubling in less than 20 years.",['0 No claim'],
1306,ty_pham-swann@brown.edu,1120,"Although the Antarctic has a lot of missing data for 1938, (hence the grey), the temperature changes in the Arctic are quite clear, with most of the region about a degree colder in 1980 compared to 1938. So lets combine the two periods.",['1.4 Hiatus in warming'],
1307,ty_pham-swann@brown.edu,1121,"Fayyad's internal reforms and endorsement of international nonviolence play well with many Israelis. Many cite him as the sort of Palestinian who will be necessary to the development of good bilateral relations. A number of Israeli officials have even compared him to Israel's own founding father, David Ben Gurion, who is credited with developing the political, military, economic, and social institutions of nationhood before full statehood itself became possible. But he has also shown a sharp tongue in criticizing Israeli actions in Gaza and at the negotiating table. He has called for Palestinian laborers to reject work on Israeli settlements, led a ban on Israeli settlement products in the Palestinian economy (making it illegal to sell hundreds of Israeli brands in Palestinian-controlled areas), and sought to mobilize European sentiment against admitting Israel to the Organization for Economic Cooperation and Development. None of this has endeared him to Israeli officials.",['0 No claim'],
1308,ty_pham-swann@brown.edu,1122,"WASHINGTON (Reuters) Americans strongly oppose U.S. intervention in Syrias civil war and believe Washington should stay out of the conflict even if reports that Syrias government used deadly chemicals to attack civilians are confirmed, a Reuters/Ipsos poll says.",['0 No claim'],
1309,ty_pham-swann@brown.edu,1123,There are good people who work at TCEQ – that does not mean that the agency couldn’t do a better job of inspecting facilities on a more regular basis or making sure that facilities in operation have valid permits. You can reach me at ecraft@edf.org if you’d like to further discuss the role of OSC and PHMSA in this tragic event.,['0 No claim'],
1310,ty_pham-swann@brown.edu,1124,"But a scientific moment of clarity is now prevailing: The U.N. and Congress do not have the power to legislate, tax or regulate the weather.",['4.4.4 Low public & media support'],
1311,ty_pham-swann@brown.edu,1125,Jobs Created by 2030,['0 No claim'],
1312,ty_pham-swann@brown.edu,1126,"LNG exports could at most cost on average about $4 a month adding ""as much as $50 to the annual electric bills for the poorest American households by the end of the decade,"" Levi write. ""But the federal Low Income Home Energy Assistance Program could help shield the most vulnerable as long as its financing is protected.""",['0 No claim'],
1313,ty_pham-swann@brown.edu,1127,"Participants at the UN's Habitat III conference in Quito, Ecuador are exhorted on blue and white (the UN's colors) billboards to do their best for the world's cities. Our personal favorite read ""Compact Cities.""",['0 No claim'],
1314,ty_pham-swann@brown.edu,1128,"For all of those reasons ? the statutory text, the absurdity principle, the statutory context as demonstrated by related statutory provisions, the overarching objectives of the statute, the major unintended consequences of a broader interpretation ? the Prevention of Significant Deterioration statute as a whole overwhelmingly indicates that the permitting requirement is based on emissions of the NAAQS air pollutants.",['0 No claim'],
1315,ty_pham-swann@brown.edu,1129,"Ms. Klein and EDF agree that climate change is a grave threat. And we agree that it represents a profound market failure, because the social cost of carbon pollution is generally not factored into the price of doing business. But we disagree on whether we need to radically restructure the entire economic system (her view) or correct the failures of the market and harness its power (ours).",['0 No claim'],
1316,ty_pham-swann@brown.edu,1130,"From Paul Driessen: ""In response to pleas for more energy, to meet basic human needs and lift people out of poverty, many politicians and activists continue to insist that ""dangerous global warming"" concerns must override even these human interests. Now comes this incredible bombshell from Australia's top climate change commissioner:",['5.2.2 Media is alarmist'],
1317,ty_pham-swann@brown.edu,1131,"Devil's Den provides a valuable oasis for species that require interior woodland for successful reproduction. Research has shown that such large unfragmented forest areas are vital to the health of a variety of species. Devil’s Den also represents a significant portion of the watershed of the west branch of the Saugatuck River, habitat for many of aquatic species, including several uncommon species of mussel.",['0 No claim'],
1318,ty_pham-swann@brown.edu,1132,19. Is there a clear policy on climate change and CO2 emissions which makes sense based on our current knowledge?,['0 No claim'],needs context
1319,ty_pham-swann@brown.edu,1133,Oil workers defy French govt demand to open depots:,['0 No claim'],
1320,ty_pham-swann@brown.edu,1134,"Torrential rains swept through Colorado’s Front Range this past week, resulting in calamitous floods that continue to threaten lives, destroy property, and disrupt our communities. As of this writing, more than one thousand people are “unaccounted for,” meaning they were likely in flooded areas and no one has been able to reach them yet. We hope they are safe, just lacking phone access; authorities warn us to expect more deaths.",['0 No claim'],
1321,ty_pham-swann@brown.edu,1135,"Mark - I understand the concern about methane leakage but it will be impossible to eliminate it. What the study has shown is the the EPA's previous report was poorly done and the results are suspect. The truth remains that increased use of natural gas, particularly in 2012, led to a significant reduction in US GHG emissions putting them well ahead of the EU and other large emitters such as China. The misinformation around fracking causing large methane emissions is disproven and that is likely the intent of the study. Increased natural gas use will lead to further GHG emissions and should be encouraged. Regions such as the EU that have stopped fracking are now seeing their GHG emissions increase as they move to burning more coal to meet demand that cannot be reliably and economically met by other sources such as wind and solar.",['4.6.3 Fossil fuels are necessary'],
1322,ty_pham-swann@brown.edu,1136,"Update: Evan Mills, apparently one author of the analysis, responds and I respond back .",['0 No claim'],
1323,ty_pham-swann@brown.edu,1137,Please Aviod:,['0 No claim'],
1324,ty_pham-swann@brown.edu,1138,Donate Become a Member Renew Give Monthly Gift & Estate Planning Other Ways to Give,['0 No claim'],
1325,ty_pham-swann@brown.edu,1139,Despite global warming during the 20th century the number of tropical cyclones annually making landfall in the Philippines did not experience any net change. All variability was merely oscillatory activity around a mean trend of zero slope,['1.7 Extremes not increasing'],
1326,ty_pham-swann@brown.edu,1140,"THE worlds peak scientific body on climate change will almost inevitably make an increase in its predictions of sea-level rises due to global warming in its next landmark report in 2014, the vice-chair of the UNs Intergovernmental Panel on Climate Change says.",['0 No claim'],
1327,ty_pham-swann@brown.edu,1141,The mass media conveyed in many cases the perception that these tropical hurricanes were a result of the greenhouse effect. But there are no indications of an increasing trend in the intensity or number of tropical hurricanes . The large increase in damage caused by severe storms in different parts of the world is caused mainly bypeople increasingly living and working in more exposed locations.,['1.7 Extremes not increasing'],
1328,ty_pham-swann@brown.edu,1142,"""Although various research groups use different techniques to account for this problem, the absence of ground truth (true temperature) makes it impossible to ascertain whose technique is best. Esper uses a method aimed at retaining long-period (greater than a century or so) variations in the tree-ring records, whereas Mann uses a method that virtually eliminates all long-term variation."" Esper concludes, ""Higher-frequency climate variations are generally better understood than lower-frequency variations.""",['5.1.3 Temperature is unreliable'],
1329,ty_pham-swann@brown.edu,1143,"Of course, even though the headline talks of ???climate change, and even though temperatures haven??t risen in more than 17 years, the article itself still wails about global warming.",['1.4 Hiatus in warming'],
1330,ty_pham-swann@brown.edu,1144,"When called out for his lying, look how he responded. No apology or regret, he simply shifts to a different mindless attack. These are the peoplewho are currently running this country.",['0 No claim'],
1331,ty_pham-swann@brown.edu,1145,"First, even without any new standards, the market for new coal plants has dried up. That’s the assessment of virtually all government and private sector analysts. The Energy Information Administration, part of the Department of Energy, sees no new coal plants being built as far out as projections go. A year ago there were still about a dozen zombie coal plant projects still trying to get permits and financing. Nearly all of these projects have given up the ghost.",['0 No claim'],
1332,ty_pham-swann@brown.edu,1146,Calculate Your Carbon Footprint,['0 No claim'],
1333,ty_pham-swann@brown.edu,1147,"University of California, Berkeley and Berkeley Lab researchers led the scientific elements of the study—designing, building and testing the black carbon sensors, installing and maintaining the 100×100 sensor network, and conducting data analysis.",['0 No claim'],
1334,ty_pham-swann@brown.edu,1148,"WCVB TV reports that, ""Boston also set a record with the most snow in 30 days with 60.8 inches.'",['1.3 Weather is cold'],
1335,ty_pham-swann@brown.edu,1149,Weve already mentioned a few reasons why it does matter. And what matters even more is that there is,['0 No claim'],
1336,ty_pham-swann@brown.edu,1150,"SM: I think he's just a pop economist who likes to be a contrarian. If you read some of the things he's been saying recently, he's become kind of a class warfare crusader on tax cuts. I feel like he doesn't really have any economic philosophy or guiding post. He likes to be controversial and likes to take potshots at free-market people like Milton Friedman and Fred Smith.",['0 No claim'],
1337,ty_pham-swann@brown.edu,1151,"The Dr. George Rieveschl Jr. Creek’s Bend Overlook is the first stop in exploring the 20,000-acre Edge of Appalachia Preserve, Ohio’s largest privately owned protected natural area. With its forests and prairies, streams and waterfalls, the preserve is one of the most biologically diverse areas in the Midwest. More than 100 rare plant and animal species call this preserve home.",['0 No claim'],
1338,ty_pham-swann@brown.edu,1152,"While there weren't enough chanterelles for beer, the intrepid foragers returned to historic Trappers Lodge with mushrooms enough to enjoy during a gourmet campfire dinner. “We had a big old pot of mushrooms bubbling away on the campfire and had a really lovely feast,” Schablein says.",['0 No claim'],
1339,ty_pham-swann@brown.edu,1153,"Suddenly this ""aristocracy based on talent and sensibility,"" in Siegel's words, seems to be discrediting its own policies and its conceit that it is uniquely fit to govern.",['0 No claim'],
1340,ty_pham-swann@brown.edu,1154,"A new season is around the corner. From blooming prairies to bubbling wetlands, summer offers some of the liveliest nature sights in Illinois.",['0 No claim'],
1341,ty_pham-swann@brown.edu,1155,"Trump tweeted that we were asking for “things that have nothing to do” with the current crisis like “Open Borders & Green New Deal.” Senate Leader Mitch McConnell echoed Trump’s claims, adding, “Are you kidding me?”",['0 No claim'],
1342,ty_pham-swann@brown.edu,1156,"In some instances these standards may have no effect on emissions. The cap might, by itself, motivate the actions needed to meet the standard. In that case, the standard merely wastes regulatory and compliance costs on purely redundant regulatory mandates.",['4.2.2 Policy impact is negligible'],
1343,ty_pham-swann@brown.edu,1157,So if Adolf Hitler had been around today would he claimed Climate Change is a Jewish Conspiracy or would the Arabs and Moslems be blaming Climate Change on the Jews and the Christians or the poor on the rich or the perhaps the other way round.,['0 No claim'],
1344,ty_pham-swann@brown.edu,1158,"So there is no time to waste in getting to work to build that better future we’ve all been waiting for. NRDC will be ready on Inauguration Day to work with the Biden administration to begin undoing the damage caused by Trump’s presidency, including re-entering the Paris Agreement and halting climate-busting oil drilling in the Arctic National Wildlife Refuge. And we’ll push to rebuild the U.S. Environmental Protection Agency, U.S. Department of the Interior, and other key federal agencies that were decimated by four years of chaos and cuts. Starting on day one, we’ll work to help turn the promise of the groundbreaking Biden/Harris Climate Plan into reality, restoring and expanding investments in clean energy, putting people back to work, and rebuilding an economy that has been ravaged by the COVID-19 pandemic.",['0 No claim'],
1345,ty_pham-swann@brown.edu,1159,Probiotic is a method of introducing benign intestinal bacteria to provide good flora.,['0 No claim'],
1346,ty_pham-swann@brown.edu,1160,"The multi-decadal climate models are intended to provide information as to what are the plausible changes. However, in my view there is no need (and much added expense) to use the models to create changed climatology when these models have never demonstrated skill in the predictionfor the past decadesof changes in regional climatology . Thus, the large expense being applied, as illustrated in my post on the Mote et al 2011 EOS article , is not justified.",['5.1.4 Models are unreliable'],
1347,ty_pham-swann@brown.edu,1161,"9. Which toxic chemicals are released, and where?",['0 No claim'],
1348,ty_pham-swann@brown.edu,1162,Here is the basic assumption and aim of the study. Consider exactly what their basic premise implies:,['0 No claim'],
1349,ty_pham-swann@brown.edu,1163,"Unfortunately, the President and Congress are actively seeking to pass a major new tax burden - this time on energy use.",['0 No claim'],
1350,ty_pham-swann@brown.edu,1164,"ExxonMobil took a different course. In 2005, then-CEO Lee Raymond, said: ""What all these people are thinking about doing, we did 20 years agoand spent $1 billion, in dollars of that day, to find out that none of these were economic."" ""In the late 1970s, as oil prices skyrocketed, Exxon diversified into an array of fossil-fuel alternatives, including nuclear and solar energy."" ""After several years, Exxon still couldn't see prospects for renewable energy turning into a moneymaker, especially since oil prices were falling in the 1980s. In the mid-1980s, the company decided to get out of the business.""",['4.5.2 Alternatives are ineffective'],
1351,ty_pham-swann@brown.edu,1165,"In fact, it seems the only constant in climate history is change-continuous change, in varying ways at various times, collectively spanning a very broad range of temperatures. What causes these changes is unclear. Temperatures have been warmer than now, and greenhouse gas concentrations higherbut which caused which remains uncertain. As the NRC wrote, ""climate is continually varying on time scales ranging from seasons to the lifetime of Earth.""",['5.1.1 No consensus'],
1352,ty_pham-swann@brown.edu,1166,"Russia is enduring its harshest winter in over 70 years, with temperatures plunging as low as -50 degrees Celsius, reports Russia Today. Dozens of people have already died, and almost 150 hospitalized.",['1.3 Weather is cold'],
1353,ty_pham-swann@brown.edu,1167,"I can see why Gore is bitter. His comparatively modest investments in green energy promised to make him a global warming billionaire if cap-and-trade were enacted. Unluckily for him, the American people have said no emphatically.",['5.3.1 Policy is conspiracy'],
1354,ty_pham-swann@brown.edu,1168,"Also note, we previously calculated the adiabatic lapse rate and temperature distribution in a theoretical Earth atmosphere of 100% Nitrogen, a non-greenhouse gas, and found the adiabatic lapse rate and troposphere temperature distribution almost the same as our Earth, surface temperature warmer on the theoretical 100% Nitrogen atmosphere Earth, thus proving greenhouse gases act as cooling agents rather than warming.",['2.2 No evidence for Greenhouse Effect'],
1355,ty_pham-swann@brown.edu,1169,"Game theory suggests that attempts to negotiate an international environmental agreement, aiming to provide a global public good such as greenhouse gas emission reduction, are bound to fail (Barrett 1991, Carraro and Siniscalco 1992, Carraro and Siniscalco 1993).","[""4.2.4 Other countries' emissions""]",
1356,ty_pham-swann@brown.edu,1170,"Thanks for reproducing in your recent post my account of the lefts attacks on our scientists and donors. Its a story that isnt getting nearly enough attention in the blogosphere. Im disappointed, though, that you also reproduced, at length and even endorsed, the lies and distortions written about us by Suzanne Goldenberg. A simple call or email to me or Jim Lakely would have given us a chance to correct her many misstatements.",['0 No claim'],
1357,ty_pham-swann@brown.edu,1171,"remember, though,but he most likely was lower amazed even though using 23 year old Nel's reaction to decking our boyhood hero.",['0 No claim'],
1358,ty_pham-swann@brown.edu,1172,"As result of diminishing public support in the U.S., the revelation of extreme Green-energy crony-corruption, tightening budgets, and a slow economic recovery, government support for renewable energy is under fire. The Daily Caller reports: ""States across the country are aiming to scale back or eliminate laws that require certain amounts of power be purchased from renewable energy sources, including wind.""","['4.4.4 Low public & media support', '5.3.1 Policy is conspiracy']",
1359,ty_pham-swann@brown.edu,1173,"Now compare these figures with those in AR4 and AR5.Our new best observational ECS estimate of 1.75C is more than 40% lower than both the best estimate in AR4 of 3C and the 3.2C average of GCMs used in AR5. At least as importantly, the top of the likely range for ECS of 3.0C is a third lower than that given in AR5 (4.5C) even after making it much more conservative than is implied by averaging the ranges for each of the observational estimates.",['5.1.3 Temperature is unreliable'],
1360,ty_pham-swann@brown.edu,1174,"HAYDEN: Okay, Moose. We can go. But I have to see mother first.",['0 No claim'],
1361,ty_pham-swann@brown.edu,1175,Thousands of climate scientists in a variety of discrete disciplines have been exploring the issue for decades. They have reached a consensual conclusion whose existence is easily demonstrated.,['0 No claim'],
1362,ty_pham-swann@brown.edu,1176,Donate Become a Member Renew Give Monthly Gift & Estate Planning Other Ways to Give,['0 No claim'],
1363,ty_pham-swann@brown.edu,1177,"""The fact is that the planet is changing faster than even pessimists expected,"" Krugman insisted. How fast the earth is changing is open to all kinds of debate, but short of an asteroid strike it won't change as fast as the global warming pessimists have claimed.",['0 No claim'],I'm confused
